Date,Open,High,Low,Close,Adj Close,Volume
2021-05-25,73.949997,74.050003,72.930000,73.199997,70.762894,6916900
2021-05-26,73.470001,74.040001,72.750000,73.190002,70.753235,5864900
2021-05-27,73.139999,73.739998,72.820000,73.089996,70.656563,9091100
2021-05-28,73.300003,73.769997,72.989998,73.480003,71.033577,5352700
2021-06-01,73.599998,74.230003,73.089996,73.949997,71.487915,5954300
2021-06-02,73.449997,73.779999,72.570000,72.699997,70.806160,6222400
2021-06-03,71.269997,71.379997,70.419998,71.059998,69.208878,7614800
2021-06-04,71.489998,72.180000,71.139999,71.449997,69.588722,5032700
2021-06-07,70.930000,71.720001,70.519997,71.510002,69.647163,4548500
2021-06-08,71.330002,71.419998,69.889999,69.930000,68.108330,6739000
2021-06-09,70.019997,70.760002,69.980003,69.989998,68.166756,4105900
2021-06-10,70.250000,71.199997,70.019997,71.059998,69.208878,4872400
2021-06-11,70.919998,71.000000,69.919998,70.309998,68.478424,4827200
2021-06-14,69.389999,70.180000,69.070000,69.830002,68.010925,5654300
2021-06-15,69.949997,70.120003,68.750000,69.080002,67.280464,4858700
2021-06-16,69.000000,69.669998,67.889999,68.449997,66.666870,9296800
2021-06-17,66.820000,67.050003,63.400002,63.669998,62.011395,20424800
2021-06-18,63.430000,63.869999,62.540001,62.619999,60.988743,17015300
2021-06-21,63.240002,63.750000,62.299999,63.430000,61.777645,10795500
2021-06-22,63.400002,63.750000,62.770000,62.919998,61.280930,8930700
2021-06-23,63.450001,63.880001,62.619999,62.660000,61.027706,5248000
2021-06-24,63.060001,63.220001,62.270000,62.299999,60.677086,5388400
2021-06-25,62.939999,63.110001,62.549999,62.680000,61.047184,6138700
2021-06-28,62.740002,63.009998,62.139999,62.650002,61.017967,4491900
2021-06-29,61.849998,62.849998,61.630001,62.580002,60.949791,5556300
2021-06-30,62.840000,63.779999,62.650002,63.380001,61.728951,5639800
2021-07-01,64.000000,64.070000,62.759998,62.860001,61.222496,5577300
2021-07-02,63.759998,64.110001,63.020000,63.360001,61.709469,5303000
2021-07-06,64.379997,64.419998,63.200001,63.889999,62.225662,5400400
2021-07-07,64.040001,64.309998,63.250000,63.630001,61.972439,3987100
2021-07-08,63.880001,64.290001,62.240002,62.759998,61.125095,5535000
2021-07-09,63.160000,64.220001,63.119999,63.980000,62.313316,4701100
2021-07-12,63.570000,64.120003,62.990002,63.189999,61.543900,4318300
2021-07-13,63.270000,64.400002,63.180000,63.369999,61.719212,5091600
2021-07-14,64.080002,64.709999,63.290001,63.360001,61.709469,4808600
2021-07-15,63.439999,63.810001,63.090000,63.490002,61.836086,4386400
2021-07-16,63.220001,63.220001,61.369999,61.730000,60.121929,6278500
2021-07-19,61.040001,61.430000,59.919998,60.689999,59.109020,8059500
2021-07-20,61.000000,61.880001,60.009998,60.439999,58.865532,5804300
2021-07-21,59.820000,60.680000,59.599998,60.360001,58.787621,5866800
2021-07-22,60.599998,60.639999,59.160000,60.209999,58.641525,4654500
2021-07-23,59.500000,60.209999,59.029999,60.110001,58.544132,7544100
2021-07-26,60.110001,61.310001,59.860001,60.389999,58.816837,4609300
2021-07-27,60.369999,61.419998,59.860001,61.320000,59.722610,4155200
2021-07-28,61.180000,61.970001,61.009998,61.880001,60.268024,4390000
2021-07-29,62.930000,63.450001,62.509998,62.720001,61.086143,5209400
2021-07-30,62.430000,63.330002,62.360001,62.820000,61.183537,5480800
2021-08-02,62.560001,62.720001,61.910000,61.980000,60.365421,3723600
2021-08-03,62.130001,63.080002,62.020000,62.650002,61.017967,3866300
2021-08-04,63.119999,63.459999,61.830002,61.860001,60.248547,4036600
2021-08-05,61.889999,62.080002,61.119999,61.250000,59.654434,3376000
2021-08-06,60.070000,60.439999,59.160000,59.820000,58.261688,8796000
2021-08-09,59.160000,59.720001,58.820000,58.840000,57.307217,5862100
2021-08-10,58.840000,59.060001,57.959999,58.049999,56.537792,7730700
2021-08-11,58.750000,59.900002,58.730000,59.259998,57.716270,6053400
2021-08-12,59.130001,59.130001,58.000000,58.349998,56.829979,4130700
2021-08-13,58.990002,59.169998,58.470001,58.840000,57.307217,4673000
2021-08-16,58.840000,59.270000,58.549999,58.880001,57.346176,3974200
2021-08-17,58.599998,59.209999,58.369999,58.860001,57.326694,4816300
2021-08-18,58.669998,58.830002,56.869999,56.910000,55.427494,8108900
2021-08-19,56.860001,57.099998,56.360001,56.520000,55.047653,5592900
2021-08-20,56.389999,56.950001,56.150002,56.349998,54.882080,4164900
2021-08-23,57.160000,58.169998,56.750000,57.779999,56.274826,5288800
2021-08-24,58.139999,58.180000,57.430000,57.480000,55.982647,3143800
2021-08-25,57.070000,57.799999,56.509998,56.910000,55.427494,3942800
2021-08-26,56.520000,57.169998,56.480000,56.630001,55.154789,3152800
2021-08-27,56.669998,58.250000,56.330002,58.189999,56.674145,5029900
2021-08-30,58.430000,58.570000,57.270000,57.509998,56.011860,4860200
2021-08-31,57.810001,58.040001,57.480000,57.990002,56.479359,5854500
2021-09-01,58.130001,58.349998,57.630001,57.880001,56.372227,5506300
2021-09-02,58.020000,58.730000,57.910000,58.709999,57.180603,5015900
2021-09-03,59.630001,60.130001,59.070000,59.669998,58.115593,8075800
2021-09-07,59.119999,59.369999,58.049999,58.279999,56.761803,6074700
2021-09-08,57.750000,58.099998,57.299999,57.560001,56.594658,4713200
2021-09-09,57.700001,57.820000,56.950001,57.310001,56.348850,3900100
2021-09-10,57.200001,57.560001,56.919998,56.990002,56.034214,4307300
2021-09-13,57.029999,57.680000,56.830002,57.040001,56.083378,4647300
2021-09-14,57.200001,57.619999,56.750000,57.200001,56.240692,4647500
2021-09-15,56.919998,57.889999,56.919998,57.709999,56.742138,4004900
2021-09-16,56.709999,56.980000,54.869999,55.430000,54.500378,8479000
2021-09-17,54.950001,55.310001,54.540001,55.220001,54.293900,10437600
2021-09-20,54.820000,54.919998,53.520000,54.009998,53.104191,10411800
2021-09-21,54.490002,55.439999,54.209999,54.509998,53.595806,5627600
2021-09-22,54.970001,55.639999,54.599998,54.650002,53.733459,6199900
2021-09-23,54.459999,54.880001,53.939999,54.049999,53.143520,5964000
2021-09-24,53.889999,54.480000,53.639999,53.869999,52.966541,4720900
2021-09-27,53.869999,54.939999,53.720001,53.900002,52.996040,4915000
2021-09-28,53.500000,54.790001,53.259998,54.580002,53.664635,7613100
2021-09-29,54.520000,54.630001,53.509998,53.709999,52.809223,5614100
2021-09-30,54.200001,55.099998,54.099998,54.299999,53.389328,6813600
2021-10-01,54.650002,54.650002,53.360001,53.560001,52.661739,6136500
2021-10-04,53.669998,55.009998,53.669998,54.669998,53.753120,6177400
2021-10-05,54.040001,54.470001,53.180000,53.830002,52.927216,6800600
2021-10-06,53.520000,54.549999,53.029999,54.529999,53.615471,5997600
2021-10-07,54.459999,55.189999,54.209999,54.610001,53.694134,5270400
2021-10-08,55.660000,55.750000,54.259998,54.310001,53.399166,5088200
2021-10-11,54.650002,55.169998,54.009998,54.200001,53.291008,4161400
2021-10-12,54.360001,55.360001,54.029999,54.779999,53.861279,5321400
2021-10-13,55.040001,56.730000,54.910000,56.369999,55.424614,10130400
2021-10-14,57.000000,57.939999,56.689999,57.770000,56.801132,8182200
2021-10-15,56.570000,57.279999,56.000000,57.029999,56.073544,6259700
2021-10-18,56.799999,56.919998,56.169998,56.380001,55.434448,4913600
2021-10-19,57.360001,57.480000,56.500000,56.990002,56.034214,4442000
2021-10-20,57.500000,57.700001,56.820000,57.160000,56.201366,3972800
2021-10-21,57.029999,57.220001,56.650002,57.180000,56.221031,4254200
2021-10-22,57.900002,59.259998,57.500000,57.610001,56.643818,7953300
2021-10-25,58.380001,58.599998,57.740002,57.910000,56.938786,5964500
2021-10-26,57.520000,58.070000,57.250000,57.700001,56.732307,4850500
2021-10-27,57.490002,57.869999,57.049999,57.540001,56.574993,5313300
2021-10-28,56.250000,56.509998,54.509998,54.919998,53.998928,9301900
2021-10-29,54.169998,55.380001,53.990002,54.000000,53.094360,9877400
2021-11-01,53.779999,54.779999,53.540001,54.299999,53.389328,6154600
2021-11-02,54.000000,54.759998,53.549999,54.709999,53.792454,6585500
2021-11-03,53.880001,55.450001,53.639999,55.119999,54.195576,6931500
2021-11-04,55.639999,56.130001,54.509998,54.849998,53.930103,6898400
2021-11-05,55.119999,56.419998,55.009998,56.360001,55.414780,5625200
2021-11-08,56.830002,56.959999,55.900002,56.189999,55.247631,5107200
2021-11-09,56.209999,56.770000,55.680000,56.750000,55.798241,4572200
2021-11-10,58.070000,58.849998,57.900002,58.169998,57.194424,8901000
2021-11-11,59.099998,59.380001,58.320000,58.849998,57.863022,6392800
2021-11-12,58.419998,59.279999,58.080002,58.730000,57.745029,4499800
2021-11-15,58.799999,59.209999,58.500000,58.970001,57.981010,4258500
2021-11-16,59.080002,59.470001,58.060001,58.139999,57.164928,4263400
2021-11-17,58.279999,58.910000,57.759998,57.950001,56.978115,4732800
2021-11-18,57.790001,58.049999,56.869999,57.169998,56.211193,4057700
2021-11-19,56.560001,57.430000,56.349998,56.549999,55.601593,5009400
2021-11-22,55.560001,56.509998,54.970001,55.810001,54.874004,5195400
2021-11-23,55.060001,55.630001,54.610001,55.490002,54.559376,6857000
2021-11-24,55.480000,55.880001,55.150002,55.470001,54.539711,3601200
2021-11-26,55.599998,56.099998,55.180000,55.939999,55.001823,4336300
2021-11-29,55.669998,55.939999,54.580002,55.400002,54.470882,6121000
2021-11-30,55.279999,56.520000,54.540001,54.919998,53.998928,9530600
2021-12-01,55.259998,55.910000,53.860001,53.869999,52.966541,7114700
2021-12-02,53.189999,53.619999,52.599998,53.270000,52.376606,8483000
2021-12-03,53.349998,54.970001,52.880001,54.669998,53.753120,8981500
2021-12-06,54.799999,56.480000,54.790001,55.830002,54.893669,7238800
2021-12-07,55.860001,56.770000,55.720001,56.389999,55.444275,5868100
2021-12-08,55.619999,56.480000,55.299999,56.360001,55.960594,5540100
2021-12-09,55.869999,56.250000,55.310001,56.209999,55.811657,4822300
2021-12-10,56.580002,56.580002,55.230000,56.099998,55.702435,5572900
2021-12-13,56.500000,57.680000,56.169998,57.169998,56.764851,9275800
2021-12-14,56.619999,57.150002,56.150002,56.169998,55.771938,6865300
2021-12-15,56.099998,56.110001,53.160000,54.230000,53.845688,12441800
2021-12-16,54.779999,59.169998,54.779999,59.000000,58.581886,13742700
2021-12-17,59.180000,60.570000,58.939999,59.240002,58.820187,22136800
2021-12-20,58.700001,58.980000,58.090000,58.709999,58.293938,5313900
2021-12-21,58.970001,59.099998,57.740002,58.180000,57.767696,4977200
2021-12-22,58.110001,58.650002,57.160000,58.500000,58.085430,6175200
2021-12-23,58.110001,59.720001,58.110001,59.529999,59.108128,6113500
2021-12-27,59.279999,60.320000,59.090000,60.180000,59.753525,6444700
2021-12-28,60.139999,60.980000,59.950001,60.290001,59.862743,4712700
2021-12-29,59.750000,61.180000,59.650002,60.619999,60.190403,4448200
2021-12-30,60.779999,61.660000,60.759998,61.590000,61.153530,4295700
2021-12-31,62.049999,62.180000,61.320000,62.020000,61.580482,4517500
2022-01-03,61.169998,61.750000,60.900002,60.980000,60.547852,6493800
2022-01-04,61.139999,61.660000,60.290001,60.430000,60.001751,7508500
2022-01-05,60.919998,61.750000,60.279999,60.330002,59.902462,7243400
2022-01-06,59.349998,59.599998,57.869999,58.669998,58.254223,8537600
2022-01-07,59.439999,59.669998,58.790001,59.430000,59.008839,5955000
2022-01-10,59.209999,60.540001,58.930000,60.430000,60.001751,4959800
2022-01-11,60.430000,60.950001,59.860001,60.910000,60.478348,5224100
2022-01-12,61.000000,61.580002,60.450001,61.520000,61.084026,3978100
2022-01-13,61.470001,61.869999,61.220001,61.320000,60.885445,4824100
2022-01-14,61.340000,61.400002,60.459999,61.220001,60.786152,5175400
2022-01-18,60.919998,61.299999,60.349998,61.250000,60.815941,4936500
2022-01-19,62.000000,65.230003,61.910000,64.949997,64.489716,15819900
2022-01-20,64.660004,65.489998,63.709999,63.840000,63.387585,10531600
2022-01-21,64.209999,64.250000,62.310001,63.090000,62.642902,9522700
2022-01-24,62.009998,63.209999,61.049999,63.080002,62.632973,8732500
2022-01-25,62.720001,63.580002,62.070000,63.290001,62.841484,5808100
2022-01-26,62.590000,63.919998,61.240002,61.689999,61.252819,7196000
2022-01-27,60.980000,62.480000,60.099998,60.660000,60.230122,8118100
2022-01-28,60.029999,60.209999,58.939999,59.860001,59.435791,7173600
2022-01-31,60.000000,61.310001,59.840000,61.169998,60.736504,9477900
2022-02-01,61.669998,62.000000,60.889999,61.330002,60.895374,6094700
2022-02-02,61.150002,62.660000,61.060001,62.110001,61.669846,6259000
2022-02-03,62.040001,62.330002,61.130001,61.799999,61.362041,4256700
2022-02-04,61.270000,61.750000,60.930000,60.930000,60.498207,5396300
2022-02-07,61.450001,63.509998,60.930000,63.369999,62.920914,9134700
2022-02-08,63.380001,63.650002,62.900002,63.560001,63.109570,6301100
2022-02-09,62.959999,63.630001,62.730000,63.150002,62.702477,4945200
2022-02-10,62.869999,63.209999,60.349998,60.529999,60.101040,9089900
2022-02-11,60.580002,64.279999,60.310001,63.860001,63.407444,9796200
2022-02-14,64.169998,64.820000,63.310001,64.349998,63.893970,7512700
2022-02-15,62.869999,63.430000,62.259998,63.279999,62.831554,6126100
2022-02-16,63.660000,64.760002,63.660000,64.279999,63.824467,6022300
2022-02-17,65.220001,68.010002,64.629997,67.750000,67.269875,13736600
2022-02-18,67.410004,68.110001,66.669998,67.669998,67.190445,9125400
2022-02-22,68.000000,68.309998,66.559998,67.169998,66.693985,8804200
2022-02-23,67.000000,68.570000,66.709999,68.250000,67.766335,9655700
2022-02-24,70.339996,70.370003,65.419998,66.720001,66.247177,14080500
2022-02-25,65.959999,68.410004,65.730003,67.900002,67.418816,9220600
2022-02-28,68.290001,68.400002,65.690002,66.199997,65.730858,13895700
2022-03-01,66.940002,69.139999,66.769997,69.010002,68.520950,9955800
2022-03-02,67.669998,70.000000,67.230003,69.790001,69.295418,10780700
2022-03-03,69.660004,70.809998,69.180000,70.680000,70.179115,8635300
2022-03-04,70.820000,74.669998,70.639999,74.279999,73.753601,12751300
2022-03-07,74.419998,78.070000,73.519997,77.849998,77.298302,14450700
2022-03-08,78.000000,80.750000,76.589996,77.610001,77.060005,17222500
2022-03-09,73.980003,76.160004,72.800003,75.970001,75.970001,10892600
2022-03-10,77.019997,78.989998,76.410004,77.279999,77.279999,10791700
2022-03-11,75.360001,77.589996,75.099998,76.889999,76.889999,6807200
2022-03-14,74.660004,74.860001,72.370003,73.739998,73.739998,10317500
2022-03-15,72.110001,74.449997,71.800003,73.370003,73.370003,9793500
2022-03-16,73.059998,73.389999,70.910004,72.610001,72.610001,9531500
2022-03-17,73.320000,74.580002,72.839996,73.309998,73.309998,8209800
2022-03-18,72.970001,74.400002,72.440002,73.959999,73.959999,24947900
2022-03-21,74.790001,77.349998,74.680000,76.300003,76.300003,7061600
2022-03-22,76.510002,76.709999,74.660004,76.029999,76.029999,6073600
2022-03-23,76.320000,78.919998,76.320000,78.910004,78.910004,8499100
2022-03-24,79.489998,80.220001,77.900002,78.230003,78.230003,7088000
2022-03-25,77.419998,78.790001,77.190002,78.450104,78.450104,1406727
